id,observed_on,time_observed_at,quality_grade,url,image_url,latitude,longitude,species_guess,scientific_name,common_name,taxon_family_name,taxon_genus_name
81,20-10-2021,2021-10-20 11:56:31 UTC,needs_id,https://www.inaturalist.org/observations/98782722,https://inaturalist-open-data.s3.amazonaws.com/photos/164545299/medium.jpeg,13.05503351,80.20421317,Yellow Flame Tree,Peltophorum pterocarpum,Yellow Flame Tree,Fabaceae,Peltophorum
82,20-10-2021,2021-10-20 11:59:39 UTC,needs_id,https://www.inaturalist.org/observations/98782832,https://inaturalist-open-data.s3.amazonaws.com/photos/164545643/medium.jpeg,13.05493727,80.20416532,Tridax daisy,Tridax procumbens,Tridax daisy,Asteraceae,Tridax
83,20-10-2021,2021-10-20 12:00:37 UTC,needs_id,https://www.inaturalist.org/observations/98782922,https://inaturalist-open-data.s3.amazonaws.com/photos/164545839/medium.jpeg,13.05494627,80.20415259,Golden Rain Tree,Cassia fistula,Golden rain tree,Fabaceae,Cassia
84,20-10-2021,2021-10-20 12:07:11 UTC,needs_id,https://www.inaturalist.org/observations/98783295,https://inaturalist-open-data.s3.amazonaws.com/photos/164546561/medium.jpeg,13.05694683,80.20412421,mesquite,Prosopis juliflora,mesquite,Fabaceae,Prosopis
85,20-10-2021,2021-10-20 12:14:46 UTC,needs_id,https://www.inaturalist.org/observations/98783614,https://inaturalist-open-data.s3.amazonaws.com/photos/164547159/medium.jpeg,13.05684337,80.20071383,popping pod,Ruellia tuberosa,popping pod,Acanthaceae,Ruellia
86,20-10-2021,2021-10-20 12:16:43 UTC,research,https://www.inaturalist.org/observations/98783719,https://inaturalist-open-data.s3.amazonaws.com/photos/164547386/medium.jpeg,13.0561983,80.2012799,little ironweed,Cyanthillium cinereum,little ironweed,Asteraceae,Cyanthillium
87,20-10-2021,2021-10-20 12:18:01 UTC,needs_id,https://www.inaturalist.org/observations/98783778,https://inaturalist-open-data.s3.amazonaws.com/photos/164547505/medium.jpeg,13.05623258,80.20031172,Chamberbitter,Phyllanthus urinaria,Chamberbitter,Phyllanthaceae,Phyllanthus
88,20-10-2021,2021-10-20 12:19:09 UTC,needs_id,https://www.inaturalist.org/observations/98783916,https://inaturalist-open-data.s3.amazonaws.com/photos/164547567/medium.jpeg,13.05634625,80.2002209,Durban Crowfoot,Dactyloctenium aegyptium,Durban Crowfoot,Poaceae,Dactyloctenium
89,20-10-2021,2021-10-20 12:20:41 UTC,needs_id,https://www.inaturalist.org/observations/98783960,https://inaturalist-open-data.s3.amazonaws.com/photos/164547649/medium.jpeg,13.05566493,80.19946278,Chinese hibiscus,Hibiscus rosa-sinensis,Chinese hibiscus,Malvaceae,Hibiscus
90,20-10-2021,2021-10-20 12:21:20 UTC,needs_id,https://www.inaturalist.org/observations/98783998,https://inaturalist-open-data.s3.amazonaws.com/photos/164547736/medium.jpeg,13.05562114,80.20016668,mesquite,Prosopis juliflora,mesquite,Fabaceae,Prosopis
91,20-10-2021,2021-10-20 12:22:47 UTC,needs_id,https://www.inaturalist.org/observations/98784043,https://inaturalist-open-data.s3.amazonaws.com/photos/164547844/medium.jpeg,13.05517343,80.2000307,mesquite,Prosopis juliflora,mesquite,Fabaceae,Prosopis
92,24-10-2021,2021-10-24 11:42:14 UTC,needs_id,https://www.inaturalist.org/observations/99202747,https://inaturalist-open-data.s3.amazonaws.com/photos/165323208/medium.jpeg,13.0534654,80.2009236,desert rose,Adenium obesum,desert rose,Apocynaceae,Adenium
93,24-10-2021,2021-10-24 11:43:56 UTC,needs_id,https://www.inaturalist.org/observations/99202856,https://inaturalist-open-data.s3.amazonaws.com/photos/165323484/medium.jpeg,13.05372892,80.20097562,Hammerleaf Frangipani,Plumeria pudica,Hammerleaf Frangipani,Apocynaceae,Plumeria
94,24-10-2021,2021-10-24 17:15:10 UTC,needs_id,https://www.inaturalist.org/observations/99203872,https://inaturalist-open-data.s3.amazonaws.com/photos/165325181/medium.jpeg,13.053693,80.20100042,Jungle flame,Ixora coccinea,Jungle flame,Rubiaceae,Ixora
95,25-10-2021,2021-10-25 09:26:12 UTC,needs_id,https://www.inaturalist.org/observations/99327536,https://inaturalist-open-data.s3.amazonaws.com/photos/165556204/medium.jpeg,13.0545825,80.2011041,peacock flower,Caesalpinia pulcherrima,peacock flower,Fabaceae,Caesalpinia
96,25-10-2021,2021-10-25 09:27:32 UTC,needs_id,https://www.inaturalist.org/observations/99327587,https://inaturalist-open-data.s3.amazonaws.com/photos/165556253/medium.jpeg,13.05477317,80.20117069,Chamberbitter,Phyllanthus urinaria,Chamberbitter,Phyllanthaceae,Phyllanthus
97,25-10-2021,2021-10-25 09:28:19 UTC,needs_id,https://www.inaturalist.org/observations/99327631,https://inaturalist-open-data.s3.amazonaws.com/photos/165556364/medium.jpeg,13.0547863,80.20113811,Chamberbitter,Phyllanthus urinaria,Chamberbitter,Phyllanthaceae,Phyllanthus
98,25-10-2021,2021-10-25 09:29:20 UTC,needs_id,https://www.inaturalist.org/observations/99327685,https://inaturalist-open-data.s3.amazonaws.com/photos/165556491/medium.jpeg,13.05485884,80.20123943,West Indian Elm,Guazuma ulmifolia,West Indian Elm,Malvaceae,Guazuma
99,25-10-2021,2021-10-25 09:30:41 UTC,needs_id,https://www.inaturalist.org/observations/99327713,https://inaturalist-open-data.s3.amazonaws.com/photos/165556576/medium.jpeg,13.05485445,80.20118966,false ashoka,Polyalthia longifolia,false ashoka,Annonaceae,Polyalthia
100,25-10-2021,2021-10-25 09:31:28 UTC,needs_id,https://www.inaturalist.org/observations/99327762,https://inaturalist-open-data.s3.amazonaws.com/photos/165556687/medium.jpeg,13.05503257,80.2012874,Starfruit,Averrhoa carambola,Starfruit,Oxalidaceae,Averrhoa
101,25-10-2021,2021-10-25 09:33:00 UTC,needs_id,https://www.inaturalist.org/observations/99327803,https://inaturalist-open-data.s3.amazonaws.com/photos/165556786/medium.jpeg,13.054958,80.20167267,Spider flowers,Cleome,Spider flowers,Cleomaceae,Cleome
102,25-10-2021,2021-10-25 09:33:43 UTC,needs_id,https://www.inaturalist.org/observations/99327862,https://inaturalist-open-data.s3.amazonaws.com/photos/165556845/medium.jpeg,13.0549799,80.20162097,Spider flowers,Cleome,Spider flowers,Cleomaceae,Cleome
103,25-10-2021,2021-10-25 09:34:20 UTC,research,https://www.inaturalist.org/observations/99327896,https://inaturalist-open-data.s3.amazonaws.com/photos/165556918/medium.jpeg,13.05501622,80.20176505,Madagascar Periwinkle,Catharanthus roseus,Madagascar Periwinkle,Apocynaceae,Catharanthus
104,25-10-2021,2021-10-25 09:36:47 UTC,needs_id,https://www.inaturalist.org/observations/99327993,https://inaturalist-open-data.s3.amazonaws.com/photos/165557162/medium.jpeg,13.05509565,80.20194193,Rice flat-sedge,Cyperus iria,Rice flat-sedge,Cyperaceae,Cyperus
105,25-10-2021,2021-10-25 09:37:58 UTC,needs_id,https://www.inaturalist.org/observations/99328134,https://inaturalist-open-data.s3.amazonaws.com/photos/165557263/medium.jpeg,13.05498497,80.20187974,Holy Basil,Ocimum tenuiflorum,Holy Basil,Lamiaceae,Ocimum
106,25-10-2021,2021-10-25 09:38:59 UTC,needs_id,https://www.inaturalist.org/observations/99328157,https://inaturalist-open-data.s3.amazonaws.com/photos/165557333/medium.jpeg,13.05494375,80.20191237,shaggy portulaca,Portulaca pilosa,shaggy portulaca,Portulacaceae,Portulaca
107,25-10-2021,2021-10-25 09:42:48 UTC,needs_id,https://www.inaturalist.org/observations/99328371,https://inaturalist-open-data.s3.amazonaws.com/photos/165557744/medium.jpeg,13.0549847,80.20202661,Indian Acalypha,Acalypha indica,Indian Acalypha,Euphorbiaceae,Acalypha
108,25-10-2021,2021-10-25 09:44:07 UTC,needs_id,https://www.inaturalist.org/observations/99328445,https://inaturalist-open-data.s3.amazonaws.com/photos/165557886/medium.jpeg,13.05498682,80.20203683,Old World Diamond Flower,Oldenlandia corymbosa,Old World Diamond Flower,Rubiaceae,Oldenlandia
109,25-10-2021,2021-10-25 09:47:13 UTC,needs_id,https://www.inaturalist.org/observations/99328590,https://inaturalist-open-data.s3.amazonaws.com/photos/165558165/medium.jpeg,13.05503452,80.20210002,Feather Lovegrass,Eragrostis amabilis,Feather Lovegrass,Poaceae,Eragrostis
110,25-10-2021,2021-10-25 09:48:36 UTC,research,https://www.inaturalist.org/observations/99328708,https://inaturalist-open-data.s3.amazonaws.com/photos/165558301/medium.jpeg,13.05499681,80.20212709,Indian Acalypha,Acalypha indica,Indian Acalypha,Euphorbiaceae,Acalypha
111,25-10-2021,2021-10-25 09:48:57 UTC,needs_id,https://www.inaturalist.org/observations/99328715,https://inaturalist-open-data.s3.amazonaws.com/photos/165558323/medium.jpeg,13.05509655,80.2020922,Poorland Flatsedge,Cyperus compressus,Poorland Flatsedge,Cyperaceae,Cyperus
112,25-10-2021,2021-10-25 09:50:23 UTC,needs_id,https://www.inaturalist.org/observations/99328752,https://inaturalist-open-data.s3.amazonaws.com/photos/165558397/medium.jpeg,13.05504607,80.20214151,Durban Crowfoot,Dactyloctenium aegyptium,Durban Crowfoot,Poaceae,Dactyloctenium
113,25-10-2021,2021-10-25 09:50:51 UTC,needs_id,https://www.inaturalist.org/observations/99328768,https://inaturalist-open-data.s3.amazonaws.com/photos/165558428/medium.jpeg,13.05501331,80.20213355,dicots,Magnoliopsida,dicots,Magnoliaceae,
114,25-10-2021,2021-10-25 09:51:52 UTC,needs_id,https://www.inaturalist.org/observations/99328790,https://inaturalist-open-data.s3.amazonaws.com/photos/165558460/medium.jpeg,13.05503646,80.20220993,Crepe Jasmine,Tabernaemontana divaricata,Crepe Jasmine,Apocynaceae,Tabernaemontana
115,25-10-2021,2021-10-25 09:52:35 UTC,needs_id,https://www.inaturalist.org/observations/99328823,https://inaturalist-open-data.s3.amazonaws.com/photos/165558520/medium.jpeg,13.05499583,80.20234545,Jungle flame,Ixora coccinea,Jungle flame,Rubiaceae,Ixora
116,25-10-2021,2021-10-25 09:53:49 UTC,research,https://www.inaturalist.org/observations/99328867,https://inaturalist-open-data.s3.amazonaws.com/photos/165558629/medium.jpeg,13.05485637,80.2023526,yellow trumpet flower,Tecoma stans,yellow trumpet flower,Bignoniaceae,Tecoma
117,25-10-2021,2021-10-25 09:54:23 UTC,needs_id,https://www.inaturalist.org/observations/99328894,https://inaturalist-open-data.s3.amazonaws.com/photos/165558731/medium.jpeg,13.05495976,80.20260255,Chamberbitter,Phyllanthus urinaria,Chamberbitter,Phyllanthaceae,Phyllanthus
118,25-10-2021,2021-10-25 09:55:10 UTC,needs_id,https://www.inaturalist.org/observations/99328919,https://inaturalist-open-data.s3.amazonaws.com/photos/165558793/medium.jpeg,13.05490843,80.20280049,Indian Acalypha,Acalypha indica,Indian Acalypha,Euphorbiaceae,Acalypha
119,25-10-2021,2021-10-25 09:55:55 UTC,needs_id,https://www.inaturalist.org/observations/99328947,https://inaturalist-open-data.s3.amazonaws.com/photos/165558870/medium.jpeg,13.05489797,80.20280153,peacock flower,Caesalpinia pulcherrima,peacock flower,Fabaceae,Caesalpinia
120,25-10-2021,2021-10-25 09:56:50 UTC,needs_id,https://www.inaturalist.org/observations/99329004,https://inaturalist-open-data.s3.amazonaws.com/photos/165558976/medium.jpeg,13.05493203,80.20300774,crown flower,Calotropis gigantea,crown flower,Apocynaceae,Calotropis
121,25-10-2021,2021-10-25 09:57:18 UTC,needs_id,https://www.inaturalist.org/observations/99329035,https://inaturalist-open-data.s3.amazonaws.com/photos/165559013/medium.jpeg,13.05496088,80.20299484,Chamberbitter,Phyllanthus urinaria,Chamberbitter,Phyllanthaceae,Phyllanthus
122,25-10-2021,2021-10-25 09:57:57 UTC,needs_id,https://www.inaturalist.org/observations/99329102,https://inaturalist-open-data.s3.amazonaws.com/photos/165559137/medium.jpeg,13.05489917,80.20271619,mesquite,Prosopis juliflora,mesquite,Fabaceae,Prosopis
123,25-10-2021,2021-10-25 09:59:39 UTC,needs_id,https://www.inaturalist.org/observations/99329183,https://inaturalist-open-data.s3.amazonaws.com/photos/165559299/medium.jpeg,13.05476754,80.20336243,Tahitian gooseberry tree,Phyllanthus acidus,Tahitian gooseberry tree,Phyllanthaceae,Phyllanthus
124,25-10-2021,2021-10-25 10:00:48 UTC,needs_id,https://www.inaturalist.org/observations/99329210,https://inaturalist-open-data.s3.amazonaws.com/photos/165559395/medium.jpeg,13.05504517,80.20341101,Holy Basil,Ocimum tenuiflorum,Holy Basil,Lamiaceae,Ocimum
125,25-10-2021,2021-10-25 10:01:21 UTC,needs_id,https://www.inaturalist.org/observations/99329238,https://inaturalist-open-data.s3.amazonaws.com/photos/165559461/medium.jpeg,13.05508077,80.20338114,Indian Acalypha,Acalypha indica,Indian Acalypha,Euphorbiaceae,Acalypha
126,25-10-2021,2021-10-25 10:02:20 UTC,needs_id,https://www.inaturalist.org/observations/99329300,https://inaturalist-open-data.s3.amazonaws.com/photos/165559613/medium.jpeg,13.05528473,80.20344588,oleander,Nerium oleander,oleander,Apocynaceae,Nerium
127,25-10-2021,2021-10-25 10:02:52 UTC,needs_id,https://www.inaturalist.org/observations/99329348,https://inaturalist-open-data.s3.amazonaws.com/photos/165559660/medium.jpeg,13.05528452,80.20345933,Madagascar Periwinkle,Catharanthus roseus,Madagascar Periwinkle,Apocynaceae,Catharanthus
128,25-10-2021,2021-10-25 10:03:34 UTC,needs_id,https://www.inaturalist.org/observations/99329411,https://inaturalist-open-data.s3.amazonaws.com/photos/165559799/medium.jpeg,13.05539666,80.20351905,Goose Grass,Eleusine indica,Goose Grass,Poaceae,Eleusine
129,25-10-2021,2021-10-25 10:03:59 UTC,research,https://www.inaturalist.org/observations/99329434,https://inaturalist-open-data.s3.amazonaws.com/photos/165559849/medium.jpeg,13.05544272,80.20347918,Sacred fig,Ficus religiosa,Sacred fig,Moraceae,Ficus
130,25-10-2021,2021-10-25 10:06:06 UTC,needs_id,https://www.inaturalist.org/observations/99329546,https://inaturalist-open-data.s3.amazonaws.com/photos/165559994/medium.jpeg,13.05526879,80.20326852,Jungle flame,Ixora coccinea,Jungle flame,Rubiaceae,Ixora
131,24-10-2021,2021-10-24 04:29:21 UTC,needs_id,https://www.inaturalist.org/observations/99517249,https://inaturalist-open-data.s3.amazonaws.com/photos/165913553/medium.jpeg,13.05479621,80.19978541,Goose Grass,Eleusine indica,Goose Grass,Poaceae,Eleusine
132,24-10-2021,2021-10-24 04:30:20 UTC,needs_id,https://www.inaturalist.org/observations/99517273,https://inaturalist-open-data.s3.amazonaws.com/photos/165913617/medium.jpeg,13.0548255,80.1998008,tropical spiderwort,Commelina benghalensis,tropical spiderwort,Commelinaceae,Commelina
133,16-09-2021,2021-9-16 10:30:20 UTC,needs_id,https://www.inaturalist.org/observations/99517362,https://inaturalist-open-data.s3.amazonaws.com/photos/165913769/medium.jpeg,13.0549442,80.199816,painted leaf,Euphorbia cyathophora,painted leaf,Euphorbiaceae,Euphorbia
134,16-09-2021,2021-9-16 10:30:27 UTC,needs_id,https://www.inaturalist.org/observations/99517479,https://inaturalist-open-data.s3.amazonaws.com/photos/165914054/medium.jpeg,13.05493473,80.19969071,Arrowleaf Senecio,Senecio triangularis,Arrowleaf Senecio,Asteraceae,Senecio
135,16-09-2021,2021-9-16 10:31:22 UTC,needs_id,https://www.inaturalist.org/observations/99517501,https://inaturalist-open-data.s3.amazonaws.com/photos/165914137/medium.jpeg,13.0549459,80.1997624,Tamarind,Tamarindus indica,Tamarind,Fabaceae,Tamarindus
136,16-09-2021,2021-9-16 10:32:30 UTC,needs_id,https://www.inaturalist.org/observations/99517507,https://inaturalist-open-data.s3.amazonaws.com/photos/165914159/medium.jpeg,13.05491131,80.19973741,Holy Basil,Ocimum tenuiflorum,Holy Basil,Lamiaceae,Ocimum
137,16-09-2021,2021-9-16 10:35:10 UTC,needs_id,https://www.inaturalist.org/observations/99517529,https://inaturalist-open-data.s3.amazonaws.com/photos/165914236/medium.jpeg,13.05491592,80.19972686,Mexican tea,Dysphania ambrosioides,Mexican tea,Amaranthaceae,Dysphania
138,16-09-2021,2021-9-16 10:38:37 UTC,needs_id,https://www.inaturalist.org/observations/99517540,https://inaturalist-open-data.s3.amazonaws.com/photos/165914280/medium.jpeg,13.05490791,80.1995387,Indian Acalypha,Acalypha indica,Indian Acalypha,Euphorbiaceae,Acalypha
139,16-09-2021,2021-9-16 10:39:40 UTC,needs_id,https://www.inaturalist.org/observations/99517560,https://inaturalist-open-data.s3.amazonaws.com/photos/165914319/medium.jpeg,13.05483485,80.19952502,Chamberbitter,Phyllanthus urinaria,Chamberbitter,Phyllanthaceae,Phyllanthus
140,16-09-2021,2021-9-16 10:40:20 UTC,needs_id,https://www.inaturalist.org/observations/99517583,https://inaturalist-open-data.s3.amazonaws.com/photos/165914387/medium.jpeg,13.05493862,80.19947943,Black Mustard,Brassica nigra,Black Mustard,Brassicaceae,Brassica
141,16-09-2021,2021-9-16 10:42:10 UTC,needs_id,https://www.inaturalist.org/observations/99517864,https://inaturalist-open-data.s3.amazonaws.com/photos/165914649/medium.jpeg,13.05456604,80.19985845,Neem,Azadirachta indica,Neem,Meliaceae,Azadirachta
142,16-09-2021,2021-9-16 10:45:46 UTC,needs_id,https://www.inaturalist.org/observations/99517884,https://inaturalist-open-data.s3.amazonaws.com/photos/165914710/medium.jpeg,13.05451957,80.19983837,Crepe Jasmine,Tabernaemontana divaricata,Crepe Jasmine,Apocynaceae,Tabernaemontana
143,16-09-2021,2021-9-16 10:48:20 UTC,needs_id,https://www.inaturalist.org/observations/99517926,https://inaturalist-open-data.s3.amazonaws.com/photos/165914798/medium.jpeg,13.05398943,80.19987139,Indian Acalypha,Acalypha indica,Indian Acalypha,Euphorbiaceae,Acalypha
144,16-09-2021,2021-9-16 10:49:34 UTC,needs_id,https://www.inaturalist.org/observations/99518011,https://inaturalist-open-data.s3.amazonaws.com/photos/165914825/medium.jpeg,13.05401151,80.19976165,Indian Acalypha,Acalypha indica,Indian Acalypha,Euphorbiaceae,Acalypha
145,16-09-2021,2021-9-16 10:50:15 UTC,needs_id,https://www.inaturalist.org/observations/99518125,https://inaturalist-open-data.s3.amazonaws.com/photos/165914856/medium.jpeg,13.05386229,80.19965151,Indian Acalypha,Acalypha indica,Indian Acalypha,Euphorbiaceae,Acalypha
146,16-09-2021,2021-9-16 10:52:11 UTC,research,https://www.inaturalist.org/observations/99518184,https://inaturalist-open-data.s3.amazonaws.com/photos/165914917/medium.jpeg,13.05388992,80.19961205,asthma plant,Euphorbia hirta,asthma plant,Euphorbiaceae,Euphorbia
147,16-09-2021,2021-9-16 10:51:53 UTC,needs_id,https://www.inaturalist.org/observations/99518212,https://inaturalist-open-data.s3.amazonaws.com/photos/165914985/medium.jpeg,13.0539959,80.1996499,tropical spiderwort,Commelina benghalensis,tropical spiderwort,Commelinaceae,Commelina
148,16-09-2021,2021-9-16 10:54:35 UTC,needs_id,https://www.inaturalist.org/observations/99518235,https://inaturalist-open-data.s3.amazonaws.com/photos/165915044/medium.jpeg,13.053905,80.19961692,Chamberbitter,Phyllanthus urinaria,Chamberbitter,Phyllanthaceae,Phyllanthus
149,16-09-2021,2021-9-16 10:55:46 UTC,research,https://www.inaturalist.org/observations/99518263,https://inaturalist-open-data.s3.amazonaws.com/photos/165915107/medium.jpeg,13.05353105,80.19963689,Indian beech tree,Millettia pinnata,Indian beech tree,Fabaceae,Millettia
150,16-09-2021,2021-9-16 10:57:33 UTC,research,https://www.inaturalist.org/observations/99518286,https://inaturalist-open-data.s3.amazonaws.com/photos/165915166/medium.jpeg,13.05341286,80.19949148,Indian beech tree,Millettia pinnata,Indian beech tree,Fabaceae,Millettia
151,16-09-2021,2021-9-16 10:57:46 UTC,needs_id,https://www.inaturalist.org/observations/99518366,https://inaturalist-open-data.s3.amazonaws.com/photos/165915279/medium.jpeg,13.0535476,80.19956383,green callaloo amaranth,Amaranthus viridis,green callaloo amaranth,Amaranthaceae,Amaranthus
152,16-09-2021,2021-9-16 10:58:07 UTC,needs_id,https://www.inaturalist.org/observations/99518495,https://inaturalist-open-data.s3.amazonaws.com/photos/165915458/medium.jpeg,13.05354932,80.19953928,Durban Crowfoot,Dactyloctenium aegyptium,Durban Crowfoot,Poaceae,Dactyloctenium
153,16-09-2021,2021-9-16 10:59:13 UTC,needs_id,https://www.inaturalist.org/observations/99518505,https://inaturalist-open-data.s3.amazonaws.com/photos/165915471/medium.jpeg,13.05353298,80.19955491,flatsedges,Cyperus,flatsedges,Cyperaceae,Cyperus
154,16-09-2021,2021-9-16 11:02:43 UTC,research,https://www.inaturalist.org/observations/99518539,https://inaturalist-open-data.s3.amazonaws.com/photos/165915565/medium.jpeg,13.05319615,80.19959502,Indian Acalypha,Acalypha indica,Indian Acalypha,Euphorbiaceae,Acalypha
155,16-09-2021,2021-9-16 11:03:17 UTC,needs_id,https://www.inaturalist.org/observations/99518878,https://inaturalist-open-data.s3.amazonaws.com/photos/165916171/medium.jpeg,13.05307252,80.2024604,Spider flowers,Cleome,Spider flowers,Cleomaceae,Cleome
156,16-09-2021,2021-9-16 11:11:21 UTC,needs_id,https://www.inaturalist.org/observations/99518893,https://inaturalist-open-data.s3.amazonaws.com/photos/165916218/medium.jpeg,13.05307411,80.20245211,hooked bristle grass,Setaria verticillata,hooked bristle grass,Poaceae,Setaria
157,16-09-2021,2021-9-16 11:14:52 UTC,needs_id,https://www.inaturalist.org/observations/99518907,https://inaturalist-open-data.s3.amazonaws.com/photos/165916278/medium.jpeg,13.05308628,80.20245384,Spider flowers,Cleome,Spider flowers,Cleomaceae,Cleome
158,16-09-2021,2021-9-16 11:17:16 UTC,research,https://www.inaturalist.org/observations/99518911,https://inaturalist-open-data.s3.amazonaws.com/photos/165916312/medium.jpeg,13.05309672,80.20245777,Turkey Berry,Solanum torvum,Turkey Berry,Solanaceae,Solanum
159,16-09-2021,2021-9-16 11:18:37 UTC,needs_id,https://www.inaturalist.org/observations/99518924,https://inaturalist-open-data.s3.amazonaws.com/photos/165916351/medium.jpeg,13.05310166,80.20245351,Spider flowers,Cleome,Spider flowers,Cleomaceae,Cleome
